fund_id,date,nav
FND007,2025-08-14,1.1059
FND011,2026-02-04,0.989
FND016,2026-04-01,1.3287
FND020,2025-10-03,1.7929
FND016,2026-01-16,1.2619
FND008,2026-03-05,3.5296
FND020,2025-10-15,1.9431
FND004,14 Aug 2025,2.1675
FND010,2025-09-30,1.9314
FND005,2025-08-21,1.0039
FND003,2025-08-29,1.1113
FND017,2026-02-17,1.3026
FND014,2025-07-21,0.6855
FND014,2026-06-02,0.7274
FND007,2025-12-02,1.034
FND016,2026-01-09,1.2705
FND001,2026-02-20,1.6398
FND014,2025-08-05,0.7287
FND011,2025-11-13,1.0339
FND007,2025-09-04,1.0817
FND011,2026-02-20,0.9765
FND009,2026-03-19,1.1805
FND017,05-18-2026,1.3461
FND011,2025-08-22,1.0385
FND018,2025-07-17,1.384
FND001,2026-01-29,1.689
FND007,2026-04-27,1.092
FND009,2026-01-27,1.1672
FND004,2025-08-25,2.1262
FND014,2026-04-01,0.7898
FND009,2025-11-06,1.1345
FND009,2026-06-22,1.2262
FND007,2026-05-14,1.0908
FND009,2025-10-09,1.1175
FND006,2026-03-03,0.7735
FND014,2026-05-14,0.7971
FND003,2026/03/31,RM 1.1644
FND002,2025-08-06,1.192
FND010,2026-02-18,1.9711
FND005,2026-03-05,1.057
FND020,06/10/2025,1.801
FND011,2025-12-25,1.0026
FND004,2025-07-03,2.058
FND014,2026-03-19,0.8064
FND020,2026-05-18,1.585
FND007,2025-09-08,1.0776
FND010,2025-11-19,2.0978
FND003,2025-07-10,1.0663
FND005,2026-04-21,1.0738
FND003,2025-07-08,1.0595
FND018,2026-03-02,1.365
FND011,2026-04-29,0.9991
FND012,2026-05-19,2.3563
FND012,2025-10-06,2.5146
FND017,2026-05-06,1.3727
FND003,2026-03-20,1.1595
FND015,2025-09-11,1.0203
FND007,2025-08-05,1.0948
FND017,2025-08-29,1.1813
FND002,2025-07-23,1.1888
FND003,2026-06-09,1.169
FND005,2026-01-28,1.0327
FND006,2025-08-12,0.8165
FND008,2025-12-18,4.1505
FND005,2026-02-02,1.0238
FND005,2026-01-13,1.0384
FND020,2026-03-19,1.9241
FND016,2026-01-14,1.2618
FND020,2026-05-25,1.5792
FND015,2026-05-20,0.9479
FND009,2026-03-04,1.171
FND015,2025-12-12,1.0175
FND018,2025/08/25,1.3179
FND015,2026-02-17,0.9869
FND011,2025-07-03,1.0279
FND004,2025-12-15,2.1507
FND002,2025-10-31,1.2612
FND010,2026-01-01,2.0407
FND020,2025-07-23,1.9006
FND007,2026-01-08,1.0723
FND004,2025-10-21,2.1355
FND005,2026-03-04,1.0572
FND006,2026-04-28,0.7478
FND010,2025-08-08,1.6789
FND016,2026-01-12,1.2713
FND015,2025/12/15,1.0218
FND008,2026-04-02,3.6068
FND016,2025-09-19,1.3969
FND001,2025-10-15,1.4813
FND003,2025-12-05,1.155
FND002,2026-01-26,1.2956
FND006,2026-05-11,0.7503
FND008,2025-11-28,RM 3.978
FND006,2026-01-13,0.7933
FND019,2026-01-16,1.2971
FND009,2025-08-27,1.0937
FND001,2025-09-04,
FND010,2026-04-30,1.9476
FND018,2026-05-26,1.3873
FND012,2026-04-08,2.0637
FND016,2025-10-31,1.3999
FND013,2026-04-08,1.3413
FND008,2026-02-02,3.7607
FND007,2026-05-04,1.0843
FND008,2026-02-05,3.6415
FND008,2026-06-19,4.2625
FND013,2025-08-11,1.3857
FND014,2025-10-16,0.957
FND003,2025-10-21,1.1284
FND019,2025-08-14,1.2169
FND004,2026-04-07,2.4073
FND009,15 Jul 2025,1.0949
FND020,2026-04-24,1.5382
FND001,2025-12-15,1.5118
FND011,2025-09-04,1.0414
FND001,2026-06-19,1.4413
FND010,2026-01-06,2.0033
FND016,2026-02-13,0.3901
FND013,2025-09-26,1.3716
FND008,2026-02-03,3.675
FND004,2026-06-30,2.2616
FND002,2025-09-01,1.1776
FND010,2026-04-06,1.973
FND007,2025-07-17,1.1071
FND007,2026-03-02,1.0989
FND001,2026-02-10,1.5623
FND015,2026-03-25,0.9512
FND004,2026-03-18,2.4484
FND012,2025-09-30,2.4501
FND014,2025-09-25,0.9327
FND016,2026-02-04,1.2684
FND003,2026-02-17,1.1732
FND017,2025-10-10,1.216
FND012,2025-10-28,2.3857
FND008,2025-07-04,3.165
FND004,2026-01-29,2.0982
FND008,2025-07-23,3.1763
FND009,2025-10-23,1.1222
FND001,2026-03-11,1.6513
FND015,2026-02-16,0.9839
FND016,2025-11-11,1.3348
FND003,2025-07-29,1.0713
FND015,2026-06-17,0.9532
FND002,2025-11-11,1.242
FND003,2026-05-05,1.1493
FND003,2026-06-12,1.1705
FND015,2025/07/29,1.0001
FND001,2026-03-26,1.7027
FND012,2026-02-06,2.238
FND004,2025-08-19,2.2339
FND004,2026-03-20,2.3957
FND016,2025-10-16,1.3859
FND015,01/07/2025,1.0061
FND020,2026-05-27,1.547
FND011,2025-12-11,1.0191
FND010,2025-12-17,1.9251
FND009,2026-03-05,1.1709
FND015,2025-07-22,1.0053
FND003,2025-10-30,1.1392
FND017,2025-12-08,1.2172
FND012,2025-12-08,2.2993
FND012,2026-06-05,2.2877
FND015,2026-05-29,0.9469
FND004,2026-02-25,2.31
FND020,2025-12-10,1.9554
FND006,2025-07-11,0.85
FND015,2025-09-15,1.0103
FND018,2025-08-22,1.3201
FND008,2025-10-23,3.3399
FND003,2026-01-29,1.1792
FND018,2026-01-20,1.3729
FND004,2025-08-13,2.1613
FND004,2025-07-14,2.0652
FND014,2026-05-25,0.74
FND016,2026-01-26,1.2772
FND005,2025-07-04,1.0067
FND020,2025-11-24,1.9772
FND017,2025-10-22,1.1848
FND008,2025-10-15,3.304
FND011,2026-06-08,0.9946
FND002,2026-01-16,1.289
FND001,2026-06-08,1.425
FND002,2025-07-24,1.1838
FND007,2026-02-27,1.1
FND005,2025-10-21,1.0368
FND020,2026-06-25,1.4642
FND019,2026-01-14,1.2827
FND003,2025-11-25,1.156
FND002,2025-10-31,1.2612
FND020,2025-07-09,1.8991
FND017,2025-10-02,1.2526
FND006,2025-07-07,0.8415
FND011,2026-01-02,1.0014
FND008,2026-04-15,null
FND014,2026-02-12,RM 0.8177
FND002,2026-04-01,1.3158
FND003,2025/10/07,1.1352
FND019,2025-09-29,1.2903
FND015,2025-08-25,1.0128
FND009,2025/12/15,1.1514
FND018,2025-11-07,1.3545
FND007,2026-06-09,1.0906
FND010,2025-08-18,1.7766
FND013,2026-02-23,1.334
FND012,2026-06-16,2.1348
FND014,2025-09-16,0.9031
FND007,2026-05-13,1.0873
FND003,2026-02-18,1.1713
FND006,2026-02-09,-
FND009,2025-07-03,1.0847
FND003,2025-10-06,1.1349
FND010,2026-04-23,1.9765
FND012,2025-09-12,2.5063
FND020,2025-07-10,1.8869
FND017,2025-12-02,1.1966
FND020,2025-12-19,1.9663
FND010,2025-08-13,1.6918
FND012,2025-09-08,2.5003
FND002,12-01-2025,1.2796
FND015,2026-03-31,0.9488
FND019,04-01-2026,1.3067
FND001,2025-10-16,1.4827
FND016,2026-04-07,1.3064
FND017,2025-11-21,1.186
FND010,2025-07-16,1.6084
FND017,2026-06-08,1.3565
FND003,2025-09-08,1.1143
FND008,2026-03-24,3.5677
FND013,2025-11-19,1.3643
FND002,2026-04-15,1.3242
FND018,2026-03-19,1.4181
FND005,2026-03-02,1.0486
FND003,2026-03-16,1.1559
FND020,2026-06-12,1.5047
FND015,2026-03-19,0.9542
FND012,2026-02-11,2.3046
FND003,2026-06-24,N/A
FND014,2025-10-01,0.9387
FND009,2026-04-17,1.2063
FND016,2025-11-05,1.3529
FND015,2025-11-13,1.0265
FND016,2026-05-28,1.339
FND003,2025-12-16,1.1602
FND017,2026-04-28,1.3381
FND003,2026-05-08,1.1542
FND015,2025-07-23,1.0027
FND001,2026-05-05,1.6157
FND017,2026-04-10,1.2995
FND012,2026-06-24,2.0945
FND010,2026-01-22,1.9535
FND001,2026-04-15,1.6844
FND007,2025-07-04,1.1182
FND020,2026-01-28,2.0737
FND017,12-22-2025,1.2684
FND010,2025-11-11,2.0536
FND001,2026-04-01,1.6922
FND004,2025-09-24,2.1354
FND009,2026-05-05,1.2183
FND005,2026-06-16,
FND001,2025-09-18,1.5471
FND018,2025-12-31,1.3531
FND015,2026-02-11,0.9864
FND003,2025-08-04,1.088
FND014,2025-11-05,0.9461
FND020,2025-10-20,2.0268
FND011,2026-06-29,0.9918
FND003,2025-12-18,1.1631
FND002,2026-06-19,1.2159
FND011,2025-10-06,1.0354
FND006,2026-04-20,0.7667
FND012,2025-10-23,2.4245
FND009,31/07/2025,1.1106
FND005,2025-10-20,1.0282
FND006,2025-12-15,0.8139
FND020,2026-05-28,1.5153
FND016,2025-09-08,1.3904
FND018,2026-05-04,1.4278
FND005,2026-02-12,1.0312
FND009,2025-12-24,1.1654
FND007,2025-11-17,1.0256
FND008,05-20-2026,3.8205
FND006,2026-04-23,0.7548
FND003,2025-11-14,1.1379
FND011,2026-06-19,0.9932
FND017,2026-01-19,1.3008
FND003,2025-12-12,1.1589
FND005,2026-04-22,1.0789
FND016,10 Dec 2025,1.3357
FND006,2026-01-14,0.788
FND016,2026-06-11,1.3098
FND018,2026-03-16,1.3964
FND004,2025-12-09,2.1028
FND010,2026-04-23,1.9765
FND009,2026-01-22,1.1593
FND006,2026-01-19,0.7964
FND 012,2025-07-03,2.5638
FND001,2026-02-16,1.5682
FND019,2026-04-20,1.3039
FND012,2025-07-24,2.527
FND007,2026-06-10,0.5434
FND017,2026-01-23,1.2984
FND010,2025-12-11,1.981
FND012,2025-12-02,2.2181
FND002,2025-10-17,1.2368
FND018,2025-07-09,1.3826
FND004,2025-12-22,2.0717
FND007,2025-11-24,1.0289
FND002,2025-09-22,1.2232
FND018,2026-03-18,1.4143
FND009,2026-02-04,1.165
FND019,2026-05-25,1.338
FND006,2025-11-10,0.8777
FND016,2025-10-17,1.3707
FND011,2025-12-30,0.9977
FND001,2025-09-16,1.4963
FND020,2026/02/18,3.7776
FND008,2026-01-01,3.8459
FND011,2026-03-18,0.983
FND003,2025-12-29,1.1742
FND019,2026-06-11,1.3368
FND001,2025-08-12,1.3531
FND006,2026-04-13,0.7704
FND010,2025-09-19,1.8915
FND009,2025-07-04,1.0871
FND018,2026-03-24,1.4019
 FND006,2025-11-24,0.8434
FND009,2026-01-20,1.1624
FND008,2025-08-15,3.0415
FND016,2025-08-21,1.3386
FND012,2026-01-28,2.2316
FND017,2026-03-24,1.2949
FND004,2025-07-28,2.3022
FND006,2025-09-29,0.8553
FND013,2025-08-04,1.3601
FND016,08 Jul 2025,1.4549
FND017,2025-10-21,1.1896
FND020,2026-02-05,2.0944
FND015,2025-11-25,1.5594
fnd020,2026-04-09,1.6879
FND013,2026-06-10,1.3162
FND001,2026-05-21,1.5427
FND010,2025-10-28,2.0691
FND010,2025-07-02,-
FND009,2025-11-13,1.1418
FND005,2026-01-16,1.0406
FND002,2026-03-04,1.3175
FND013,2026-05-29,1.2969
FND006,2026-02-04,0.8033
FND017,2026-06-23,1.3897
FND010,2026-05-29,2.136
FND020,2025-10-10,1.8424
FND017,2025-10-14,1.2058
FND003,2026-03-04,1.1537
FND003,2025-12-02,1.1507
FND007,2026-03-11,1.1069
FND007,2026-01-28,1.0826
FND018,2025-10-20,0.4093
FND019,2026-05-08,1.3013
FND011,2025-11-14,1.0364
FND019,2026-04-28,1.3208
FND001,2025-10-29,1.3685
FND008,2026-03-09,3.5552
FND015,2025-09-22,1.0097
FND010,02 Jan 2026,2.0256
FND007,2025-10-03,1.0692
FND005,2026-05-29,1.0725
FND020,2026-02-04,2.1183
FND004,2025-09-17,2.1353
FND011,2025-07-10,1.0241
FND020,2026-02-06,2.0624
FND015,2025-07-08,0.9984
FND014,2026-02-05,0.8253
FND009,2026-05-28,1.2154
FND013,2025-12-18,1.3572
FND006,2026-01-09,0.7881
FND003,02-06-2026,1.1782
FND016,2026-04-28,1.305
FND006,2026-01-26,0.8224
FND001,2025-08-07,1.296
FND016,2025-08-05,1.3894
FND003,2025-11-11,1.1407
FND017,2025-12-09,1.227
FND018,2026-05-11,1.4511
FND014,2025-11-12,0.9285
FND009,2026-02-09,1.1654
FND013,2026-01-06,1.3842
FND001,2025-07-24,1.2916
FND019,2026-02-26,1.303
FND005,2026-06-30,RM 1.0765
FND017,2025-08-14,1.2333
FND016,2026-04-13,1.2957
FND010,2026-06-24,2.2975
FND006,2025-08-15,0.8238
FND019,2025-08-08,1.2066
FND011,2026-03-19,0.9829
FND 010,2026-04-20,1.944
FND014,2026-04-15,0.7801
FND009,2026-05-20,1.2169
FND009,2025-08-20,1.1071
FND008,2026-05-21,3.8552
FND018,2026-02-13,1.3234
FND014,2026-05-26,0.7396
FND014,2025-09-24,0.9462
FND001,2026-05-01,1.6469
FND019,2026-06-18,1.3241
FND013,2025-11-14,1.3457
FND007,2026-01-19,1.0754
FND013,2025-12-01,1.3396
FND 014,2025-12-03,0.9055
FND007,2026-02-25,1.0938
FND018,2026-02-27,1.3772
FND001,2026-05-18,1.5099
FND017,2025-10-06,1.2475
FND009,2026-05-12,1.2112
FND015,2026-02-25,0.9749
FND007,2026-05-21,1.0924
FND006,2025-12-16,0.8182
FND009,2025-09-04,1.1102
FND012,2025-12-12,2.2914
FND001,2026-05-26,1.5258
FND019,2025-12-16,1.2666
FND008,2026-02-11,3.7057
FND001,2026-01-22,1.6709
FND015,2026-01-13,1.0168
FND019,2025-09-05,1.2027
FND004,2025-10-10,2.1635
FND004,2026-06-10,2.1653
FND010,2026-02-12,2.846
FND016,2025-09-15,1.3991
FND017,2026-01-05,1.2702
FND010,2025-11-06,2.1796
FND016,2025-12-16,1.3093
FND016,2026-03-31,1.3367
FND014,2025-08-08,0.3761
FND005,2026-01-22,1.0439
FND015,2025-12-30,1.0206
FND020,2025-11-24,1.9772
FND010,2025-07-03,1.708
FND012,2025-10-22,2.3822
FND020,2026-05-14,1.5953
FND019,2026-04-02,1.3109
FND018,2025-12-05,1.36
FND009,2026-02-27,1.1714
FND015,2026-06-01,0.9414
FND009,2025-07-09,1.0957
FND013,2026-02-17,1.3272
FND017,2026-05-11,1.3489
FND014,2025-10-30,0.948
FND014,2026-02-06,0.835
FND006,2025-12-17,0.8043
FND002,2025-10-30,1.259
FND011,2025-07-21,1.0309
FND001,2025-11-05,1.3413
FND019,2026-02-11,1.3413
FND020,2026-04-21,1.5248
FND003,2025-10-08,1.1341
FND007,2026-06-01,1.1019
FND016,2026-06-16,1.3277
FND002,2025-07-09,1.202
FND013,2026-03-10,1.3423
FND019,2026-03-12,1.2655
FND004,2025-08-22,2.1623
FND006,2025-11-25,0.8435
FND010,2025-09-03,1.8689
FND018,2025-09-09,-
FND004,2025-08-20,2.1893
FND016,2025-12-19,1.3104
FND003,2026-01-19,1.1729
FND017,2026-01-27,1.2984
FND019,2025-08-28,1.2271
FND014,2026-03-10,0.8364
FND018,2025-12-23,1.3571
FND007,2026-01-20,1.0766
FND011,2026-03-06,0.9787
FND003,2025-07-25,1.0715
FND015,2026-03-05,0.9652
 FND020,2026-01-21,2.1006
FND005,2026-03-17,1.0576
FND014,2026-02-17,0.8079
FND005,2025-10-27,1.0391
FND002,2026-03-19,N/A
FND018,2026-06-10,1.4508
FND005,2025-10-23,1.0359
FND011,2025-11-20,1.0316
FND015,2025-09-04,1.0254
FND004,07-07-2025,2.0228
FND007,2025-08-11,1.0976
FND006,2026-03-12,0.7987
FND004,2025-07-24,2.2558
FND018,2026-04-27,1.4723
FND010,2025-08-12,RM 1.6969
FND018,2026-05-05,1.4432
FND012,2025-09-11,2.4727
FND004,2026-06-05,2.1075
FND 018,2025-12-09,1.3463
FND010,2025-12-30,2.0493
FND007,2026-01-02,1.0619
FND017,2025-11-04,1.1513
FND001,19 Nov 2025,1.3996
FND016,2025-10-21,1.3936
FND011,2026-03-31,0.9768
FND010,2026-05-19,2.1561
FND015,2025-11-03,1.0236
FND014,2025-10-27,0.9597
FND010,2025-09-16,1.872
FND015,2026-02-23,0.9738
FND007,2025-12-18,1.0708
FND010,2026-05-25,2.1633
FND006,2025-10-20,0.8747
FND003,2026-04-24,1.1484
FND009,2026-03-13,1.1823
FND010,2026-03-13,1.8968
FND011,2025-12-09,1.0143
FND008,2026-02-04,3.7095
FND001,2026-01-13,1.6632
FND019,2026-03-19,1.2912
FND016,2025-11-17,2.0295
FND019,2026-03-02,1.2874
FND005,2025-10-22,1.0373
FND019,2026-05-29,1.3301
FND005,2025-10-31,1.0377
FND009,2026-04-20,1.2159
FND016,2026-05-22,1.3469
FND014,2025-12-22,0.845
FND006,2026-02-24,0.7899
FND001,2026-04-03,1.6671
FND012,2026-05-04,2.1057
FND016,2025-10-07,1.3719
FND016,2026-03-19,1.3521
FND014,2025-09-08,0.8216
FND010,2025-09-24,1.9024
FND010,2026-01-09,2.0199
FND008,2026-05-04,3.6169
FND008,2025-07-02,3.2034
FND016,2026-02-05,1.267
FND005,2025-09-04,1.0068
FND011,2025-07-29,1.0327
FND017,2026-02-11,1.3012
FND019,2025-08-04,1.2291
FND019,2025-08-20,1.2393
FND002,2026-05-05,1.2957
FND018,2025-09-15,1.3739
FND015,2026-01-16,1.016
FND002,2025-07-30,1.1889
FND013,2025-10-15,1.3551
FND009,10-08-2025,1.1178
FND016,2025-10-02,1.3874
FND004,2026-04-13,2.4121
FND017,2025-08-07,1.2597
FND014,2025-09-23,0.9497
FND017,2026-06-15,1.3642
FND001,2025-12-01,1.4638
FND020,2025-08-15,1.8688
FND007,2025-09-30,1.0717
FND007,2025/08/13,1.1015
FND016,2026-06-04,1.3271
FND008,2025-11-26,3.8922
FND009,2025-07-01,1.0827
FND015,2025-10-10,1.0204
FND016,2026-05-06,1.3537
FND009,2026-01-26,1.1663
FND006,2025-12-11,0.8264
FND002,2026-06-15,1.2361
FND004,2026-04-03,2.427
FND002,2025-10-28,
FND017,03-26-2026,1.283
FND001,2025-10-07,1.5336
FND006,2026-05-15,0.7491
FND017,2026-06-25,1.3778
FND017,2025-11-26,1.198
FND003,2025-08-20,1.1044
FND007,2025-11-21,RM 1.0303
FND003,2025-11-28,1.1448
FND001,2026-04-24,1.609
FND007,2025-07-24,1.115
FND004,2026-04-23,2.4067
FND017,2026-01-16,1.311
FND013,2025-07-23,RM 1.352
FND010,2025-10-03,1.9432
FND001,2026-02-05,1.6007
FND002,2025-09-19,1.2285
FND004,2026-03-30,2.3835
FND010,2026-04-02,2.0208
FND014,2026-03-17,0.8211
FND010,11 Mar 2026,1.8528
FND018,02 Dec 2025,1.34
FND016,2025-09-05,null
FND016,2025-10-29,1.379
FND013,2025-07-21,1.3339
FND010,2025-12-09,2.004
FND017,2025-09-25,1.2507
FND006,2025-12-03,0.8306
FND009,2026-06-16,1.2276
FND006,08-01-2025,0.8398
FND009,2025-08-26,1.0975
FND013,2026-04-30,1.3157
FND012,2025-12-03,2.2683
FND003,2026-05-12,1.1589
FND016,2025-07-04,1.5018
FND012,2025-09-18,2.5694
FND017,2026/02/05,1.3262
FND003,2026-02-10,1.1781
FND008,2026-06-01,3.8475
 FND011,2026-04-10,0.9771
FND009,18 Feb 2026,1.1636
FND018,2026-04-17,1.4162
FND008,2026-06-26,4.3028
FND005,2025-10-13,1.017
FND09,2025-11-10,1.1319
FND011,2025-09-24,1.035
FND017,2026-04-09,1.3026
FND016,2026-05-12,1.3421
FND011,2025-08-06,1.0338
FND001,2026-03-10,1.6501
FND012,2026-04-22,2.0884
FND014,2026-06-08,0.7318
FND007,2025-10-20,1.061
FND014,2025-12-16,0.8711
FND019,2026-04-17,1.2938
FND015,2026-03-24,0.9505
FND007,12-30-2025,1.0689
 FND019,2025-07-24,1.2091
FND013,2026-04-16,1.3588
FND002,17 Mar 2026,1.3165
FND010,2026-03-17,1.9443
FND04,2025-10-14,2.1203
FND013,03 Dec 2025,1.3507
FND013,2026-01-20,1.3993
FND007,2026-05-12,1.0808
FND005,2025-11-13,1.0485
FND008,2025-11-06,3.6544
FND017,2025-12-15,1.2542
FND006,2025-12-29,0.7851
FND013,2025-11-06,1.3908
FND004,2026-06-03,2.1317
FND009,2026-01-07,1.1585
FND003,2025-08-01,1.0873
FND011,2026-04-28,0.9996
FND014,2026-05-01,0.8295
FND019,2025-11-17,1.2531
FND 016,2025-07-24,1.4035
FND007,2026-04-02,1.1086
FND005,2025-11-20,1.0398
FND006,2025-08-14,0.82
FND019,2025-10-07,1.3082
FND008,12-05-2025,4.0634
FND012,2026-06-30,2.1019
FND018,2025-10-08,1.3835
FND012,2026-02-23,2.3151
FND003,2026-03-05,1.1535
FND003,2026-04-13,1.1488
FND004,2026-01-01,2.0592
FND008,2025-10-17,6.5922
FND005,2026-05-18,1.0762
FND020,14 Nov 2025,2.0828
FND008,2026-03-16,3.464
FND016,2026-03-13,1.3166
FND015,2026-05-12,0.9388
FND011,2025-08-18,1.0342
FND004,2025-10-14,2.1203
FND003,2025-09-11,1.1282
FND015,2026-04-03,N/A
FND007,2025-08-18,1.0942
FND001,2025-07-04,1.3834
fnd020,2025-09-16,null
FND016,2026-03-05,1.3301
FND012,2026-01-01,1.0611
FND006,2026-01-07,0.7878
FND003,2026-06-02,1.1579
FND016,2026-04-30,1.3113
FND 003,2026-02-03,1.1831
FND018,2025-10-22,1.3647
FND011,2026-05-07,1.009
FND018,02-16-2026,1.3418
FND012,2025-12-18,2.2049
FND001,2025-11-21,1.426
FND006,2026-01-02,null
FND008,2025-07-15,3.226
FND004,2026-05-15,2.2423
FND008,2026-03-02,3.3962
FND019,2025-11-21,1.2563
FND012,05/03/2026,2.1463
FND001,2025-11-24,1.4168
FND001,2025-08-29,1.4289
FND003,2025-07-11,1.0702
FND014,2026-01-29,0.811
fnd010,2025-12-16,1.9107
FND019,2026-03-25,1.3102
FND011,2025-09-11,1.047
FND008,2025-08-28,3.0733
FND015,2025-12-26,1.019
FND003,2025-12-11,1.158
FND014,2026-05-06,0.8232
FND013,2026-05-08,1.3029
FND015,2026-05-11,0.9421
FND019,2025-09-25,1.2707
FND017,2026-04-15,1.3024
FND015,2025-12-18,1.0173
FND020,2026-01-16,2.1405
FND008,2026-01-26,3.8355
FND019,2026-04-13,1.2904
FND020,2026-06-03,1.4674
FND005,2025-12-22,1.0472
FND016,2025-09-25,1.3912
FND017,2026-04-21,1.3177
FND003,2026-01-26,1.1729
FND009,2026-01-30,1.1647
FND005,2026-03-18,1.0602
FND006,2025-11-17,0.8529
FND020,2026-06-30,1.4446
FND013,2026-03-18,RM 1.3416
FND020,2025-12-24,1.9324
FND013,2026-05-28,1.3174
FND004,2025-09-25,2.1198
FND018,2026-01-30,1.3758
FND014,2025-10-15,0.9818
FND008,2026-06-04,3.9912
FND019,2025-07-14,1.2693
FND018,2025-08-14,1.3292
FND001,2026-02-13,1.5555
FND019,2025-09-15,1.2023
FND006,2026-04-17,0.7657
FND016,2025-08-18,1.3408
FND009,2025-12-19,1.1651
FND015,2026-03-03,0.9695
FND010,2026-05-12,2.1196
FND007,2025-09-23,1.0699
FND010,2026-03-05,1.8704
FND003,2026-06-25,1.1819
FND018,2026-06-25,1.4541
FND015,2026-04-30,0.9407
FND009,2026-05-13,1.2084
FND017,2025-07-07,1.2006
FND012,2026-01-13,2.1059
FND017,2025-10-24,1.1536
FND015,2026-06-30,0.9418
FND008,11/12/2025,4.0646
FND013,2026-06-08,1.3283
FND014,2026-03-16,0.8272
FND019,2026-04-14,1.2885
FND001,2026-05-28,null
FND017,2026-01-20,1.2904
FND008,2026-02-12,3.731
FND010,2025-12-02,N/A
FND010,2025-09-10,1.9145
FND018,2026-04-07,1.4219
FND011,2025-08-20,1.028
FND004,2026-04-24,2.3637
FND013,2025-09-24,1.4056
FND018,2025/09/30,1.3935
FND019,2025-07-16,1.2644
FND007,2025-07-31,1.107
FND010,2026-06-08,2.1749
FND009,2026-06-04,1.224
FND002,2026-01-07,1.3043
FND016,2025-12-17,1.3244
FND004,2026-03-19,2.4132
FND018,2025-11-27,1.3092
FND002,2026-01-28,0.3902
FND020,2026-02-25,1.834
FND010,2025-08-21,1.843
FND014,2025-07-15,0.7058
FND013,2025-10-01,1.356
FND013,2025-10-31,1.364
FND019,2025-10-17,1.2956
FND019,2026-04-30,1.3268
FND010,2026-06-22,2.2155
FND005,2026-03-19,1.0594
FND012,2025-10-02,2.5009
FND001,2025-08-08,1.3421
FND003,2025-11-24,1.1549
FND013,2025-07-08,1.3286
FND018,2026-06-01,1.4323
FND016,2026-02-09,1.2612
FND009,2025-10-30,1.1314
FND014,2026-04-13,0.7887
FND003,2025-09-02,1.1138
FND002,2025-08-04,1.1841
FND005,2026-06-29,1.0762
FND004,2026-06-04,2.1058
FND006,2025-10-21,0.8696
FND015,2026-02-04,0.9922
FND009,2025-09-24,1.0999
FND018,2026-03-03,1.3838
FND013,2025-08-26,1.3603
FND007,2026-06-18,1.0881
FND013,2025-11-24,1.3352
FND08,2025-07-25,3.1085
FND016,2025-09-12,1.4146
FND018,2026-04-15,1.4149
FND018,2025-09-12,
FND016,2025-07-02,1.5387
FND017,2026-01-02,1.271
FND014,2025-07-09,0.7384
FND018,2026-03-09,1.4001
FND019,2025-10-10,1.3157
FND003,2025-10-16,1.1276
FND008,2026-06-17,4.3078
FND007,2025-08-22,1.0935
FND003,2025/12/08,1.1512
FND013,2025-07-09,1.3464
FND017,2025-07-11,1.1852
FND007,2025-10-01,1.0703
FND009,2025-10-10,1.1221
FND011,2026-06-25,1.0001
FND009,2025-11-07,1.13
FND003,2026-04-29,1.1522
FND013,2025-07-30,1.3433
FND013,2025-12-08,1.3312
fnd010,2025-11-05,2.127
FND011,2025-07-28,1.0309
FND018,2026-02-20,1.3302
FND003,2026-01-23,1.1762
FND017,2026-01-08,1.2845
FND007,2026-04-14,1.0975
FND011,2025-09-22,1.0357
FND007,2026-04-13,1.0989
FND010,2025-12-10,1.9597
FND001,2026-06-04,1.4353
FND002,2026-01-12,1.2995
FND012,2025-12-17,2.1692
FND002,2026-04-30,1.3021
FND005,2026-06-12,1.0783
FND001,2025-10-09,1.4764
FND007,2025-09-18,1.0663
FND005,2025-11-25,1.042
FND013,2025-10-17,1.3436
FND011,2026-05-28,0.9942
FND001,2026-04-10,1.6575
FND016,2025-11-18,1.3672
FND017,2025-07-25,1.243
FND009,2025-09-09,1.1075
FND015,2025-12-25,1.0155
FND018,2025-09-01,1.3532
FND008,2025-12-02,3.9235
FND002,2025-11-05,1.2499
FND015,2025-12-08,1.0197
FND016,2026-04-24,1.3097
FND006,2025-08-25,0.8285
FND010,01-20-2026,1.9579
FND008,2025-09-12,3.0364
FND008,2025-08-26,3.0655
FND005,2026-03-13,1.0585
FND019,2025-08-18,1.2359
FND016,2026-05-25,1.3518
FND004,2026-05-06,2.3063
FND001,2026-03-09,1.6471
FND015,05 Aug 2025,1.0033
FND008,2025-07-22,3.1562
FND004,2026-04-09,2.4031
FND002,2025-09-10,1.1783
FND 009,2025-12-10,1.1491
FND020,2026-03-05,1.846
FND014,2026-03-06,0.8247
FND005,2026-06-18,1.0792
FND017,2026-01-01,1.2682
FND06,2025-11-05,0.8639
FND002,2026-06-24,1.1979
FND009,2025-09-15,1.1009
FND015,2026-01-23,1.0099
FND011,2026-02-09,0.99
FND011,2025-10-02,1.0343
FND011,2025-09-10,1.0484
FND017,2025-07-02,1.1932
FND019,2025-07-30,1.2384
FND008,2025/09/10,3.0163
FND001,2025-09-24,1.5328
FND001,2026-04-21,1.6178
FND014,2026/03/05,0.8117
FND019,2025-07-09,1.2775
FND007,2026-05-22,1.0969
FND008,2026-02-18,3.5881
FND012,2026-04-17,2.0424
FND006,2025-08-07,0.8236
FND011,2026-03-17,0.98
FND016,2026-04-08,1.3117
FND008,2025-12-26,4.0169
FND002,2026-04-03,1.3166
FND018,2025-08-22,1.3201
